"","date","visits","Page_Summary"
"13263",2016-12-12,13863,"Room_"
"13264",2016-12-13,12577,"Room_"
"13265",2016-12-14,11202,"Room_"
"13266",2016-12-15,11612,"Room_"
"13267",2016-12-16,14004,"Room_"
"13268",2016-12-17,14250,"Room_"
"13269",2016-12-18,16418,"Room_"
"13270",2016-12-19,15234,"Room_"
"13271",2016-12-20,17897,"Room_"
"13272",2016-12-21,18609,"Room_"
"13273",2016-12-22,15055,"Room_"
"13274",2016-12-23,15631,"Room_"
"13275",2016-12-24,14641,"Room_"
"13276",2016-12-25,14254,"Room_"
"13277",2016-12-26,17841,"Room_"
"13278",2016-12-27,20099,"Room_"
"13279",2016-12-28,19640,"Room_"
"13280",2016-12-29,19992,"Room_"
"13281",2016-12-30,18775,"Room_"
"13282",2016-12-31,17726,"Room_"
"13283",2015-10-01,3585,"Spotlight"
"13284",2015-10-02,3580,"Spotlight"
"13285",2015-10-03,3789,"Spotlight"
"13286",2015-10-04,4062,"Spotlight"
"13287",2015-10-05,4004,"Spotlight"
"13288",2015-10-06,4189,"Spotlight"
"13289",2015-10-07,3796,"Spotlight"
"13290",2015-10-08,3270,"Spotlight"
"13291",2015-10-09,3658,"Spotlight"
"13292",2015-10-10,3355,"Spotlight"
"13293",2015-10-11,3904,"Spotlight"
"13294",2015-10-12,4727,"Spotlight"
"13295",2015-10-13,4479,"Spotlight"
"13296",2015-10-14,3764,"Spotlight"
"13297",2015-10-15,3479,"Spotlight"
"13298",2015-10-16,3845,"Spotlight"
"13299",2015-10-17,3937,"Spotlight"
"13300",2015-10-18,4439,"Spotlight"
"13301",2015-10-19,4036,"Spotlight"
"13302",2015-10-20,4307,"Spotlight"
"13303",2015-10-21,5716,"Spotlight"
"13304",2015-10-22,10602,"Spotlight"
"13305",2015-10-23,9607,"Spotlight"
"13306",2015-10-24,7098,"Spotlight"
"13307",2015-10-25,6858,"Spotlight"
"13308",2015-10-26,8668,"Spotlight"
"13309",2015-10-27,9691,"Spotlight"
"13310",2015-10-28,9868,"Spotlight"
"13311",2015-10-29,13797,"Spotlight"
"13312",2015-10-30,11537,"Spotlight"
"13313",2015-10-31,8015,"Spotlight"
"13314",2015-11-01,8993,"Spotlight"
"13315",2015-11-02,11203,"Spotlight"
"13316",2015-11-03,22048,"Spotlight"
"13317",2015-11-04,28139,"Spotlight"
"13318",2015-11-05,29624,"Spotlight"
"13319",2015-11-06,35752,"Spotlight"
"13320",2015-11-07,32496,"Spotlight"
"13321",2015-11-08,32431,"Spotlight"
"13322",2015-11-09,31542,"Spotlight"
"13323",2015-11-10,35328,"Spotlight"
"13324",2015-11-11,43067,"Spotlight"
"13325",2015-11-12,27977,"Spotlight"
"13326",2015-11-13,29014,"Spotlight"
"13327",2015-11-14,27570,"Spotlight"
"13328",2015-11-15,31486,"Spotlight"
"13329",2015-11-16,26661,"Spotlight"
"13330",2015-11-17,24945,"Spotlight"
"13331",2015-11-18,26838,"Spotlight"
"13332",2015-11-19,29127,"Spotlight"
"13333",2015-11-20,35309,"Spotlight"
"13334",2015-11-21,39254,"Spotlight"
"13335",2015-11-22,37782,"Spotlight"
"13336",2015-11-23,31161,"Spotlight"
"13337",2015-11-24,37213,"Spotlight"
"13338",2015-11-25,34863,"Spotlight"
"13339",2015-11-26,39686,"Spotlight"
"13340",2015-11-27,36591,"Spotlight"
"13341",2015-11-28,46010,"Spotlight"
"13342",2015-11-29,42917,"Spotlight"
"13343",2015-11-30,31045,"Spotlight"
"13344",2015-12-01,25712,"Spotlight"
"13345",2015-12-02,28725,"Spotlight"
"13346",2015-12-03,21310,"Spotlight"
"13347",2015-12-04,21033,"Spotlight"
"13348",2015-12-05,25680,"Spotlight"
"13349",2015-12-06,31181,"Spotlight"
"13350",2015-12-07,33021,"Spotlight"
"13351",2015-12-08,26265,"Spotlight"
"13352",2015-12-09,24588,"Spotlight"
"13353",2015-12-10,39906,"Spotlight"
"13354",2015-12-11,30755,"Spotlight"
"13355",2015-12-12,28407,"Spotlight"
"13356",2015-12-13,30975,"Spotlight"
"13357",2015-12-14,26690,"Spotlight"
"13358",2015-12-15,19356,"Spotlight"
"13359",2015-12-16,18284,"Spotlight"
"13360",2015-12-17,17817,"Spotlight"
"13361",2015-12-18,17013,"Spotlight"
"13362",2015-12-19,18714,"Spotlight"
"13363",2015-12-20,21741,"Spotlight"
"13364",2015-12-21,21101,"Spotlight"
"13365",2015-12-22,20015,"Spotlight"
"13366",2015-12-23,30081,"Spotlight"
"13367",2015-12-24,39513,"Spotlight"
"13368",2015-12-25,34309,"Spotlight"
"13369",2015-12-26,42753,"Spotlight"
"13370",2015-12-27,44776,"Spotlight"
"13371",2015-12-28,41403,"Spotlight"
"13372",2015-12-29,34763,"Spotlight"
"13373",2015-12-30,34642,"Spotlight"
"13374",2015-12-31,30408,"Spotlight"
"13375",2016-01-01,34094,"Spotlight"
"13376",2016-01-02,41852,"Spotlight"
"13377",2016-01-03,43751,"Spotlight"
"13378",2016-01-04,40512,"Spotlight"
"13379",2016-01-05,31430,"Spotlight"
"13380",2016-01-06,29534,"Spotlight"
"13381",2016-01-07,28947,"Spotlight"
"13382",2016-01-08,39055,"Spotlight"
"13383",2016-01-09,41414,"Spotlight"
"13384",2016-01-10,51809,"Spotlight"
"13385",2016-01-11,99587,"Spotlight"
"13386",2016-01-12,44161,"Spotlight"
"13387",2016-01-13,37668,"Spotlight"
"13388",2016-01-14,130044,"Spotlight"
"13389",2016-01-15,90395,"Spotlight"
"13390",2016-01-16,76377,"Spotlight"
"13391",2016-01-17,82026,"Spotlight"
"13392",2016-01-18,117246,"Spotlight"
"13393",2016-01-19,72823,"Spotlight"
"13394",2016-01-20,62151,"Spotlight"
"13395",2016-01-21,59218,"Spotlight"
"13396",2016-01-22,57418,"Spotlight"
"13397",2016-01-23,66712,"Spotlight"
"13398",2016-01-24,73065,"Spotlight"
"13399",2016-01-25,55498,"Spotlight"
"13400",2016-01-26,49365,"Spotlight"
"13401",2016-01-27,49273,"Spotlight"
"13402",2016-01-28,47034,"Spotlight"
"13403",2016-01-29,54563,"Spotlight"
"13404",2016-01-30,71636,"Spotlight"
"13405",2016-01-31,166895,"Spotlight"
"13406",2016-02-01,78915,"Spotlight"
"13407",2016-02-02,57182,"Spotlight"
"13408",2016-02-03,56582,"Spotlight"
"13409",2016-02-04,52167,"Spotlight"
"13410",2016-02-05,56106,"Spotlight"
"13411",2016-02-06,72530,"Spotlight"
"13412",2016-02-07,84254,"Spotlight"
"13413",2016-02-08,55537,"Spotlight"
"13414",2016-02-09,49285,"Spotlight"
"13415",2016-02-10,48346,"Spotlight"
"13416",2016-02-11,44448,"Spotlight"
"13417",2016-02-12,46965,"Spotlight"
"13418",2016-02-13,63040,"Spotlight"
"13419",2016-02-14,88954,"Spotlight"
"13420",2016-02-15,68068,"Spotlight"
"13421",2016-02-16,49180,"Spotlight"
"13422",2016-02-17,44854,"Spotlight"
"13423",2016-02-18,46934,"Spotlight"
"13424",2016-02-19,54737,"Spotlight"
"13425",2016-02-20,68219,"Spotlight"
"13426",2016-02-21,77962,"Spotlight"
"13427",2016-02-22,65186,"Spotlight"
"13428",2016-02-23,61361,"Spotlight"
"13429",2016-02-24,69383,"Spotlight"
"13430",2016-02-25,71103,"Spotlight"
"13431",2016-02-26,79335,"Spotlight"
"13432",2016-02-27,121904,"Spotlight"
"13433",2016-02-28,199228,"Spotlight"
"13434",2016-02-29,2084740,"Spotlight"
"13435",2016-03-01,496744,"Spotlight"
"13436",2016-03-02,263665,"Spotlight"
"13437",2016-03-03,191493,"Spotlight"
"13438",2016-03-04,172495,"Spotlight"
"13439",2016-03-05,219284,"Spotlight"
"13440",2016-03-06,235380,"Spotlight"
"13441",2016-03-07,153941,"Spotlight"
"13442",2016-03-08,97271,"Spotlight"
"13443",2016-03-09,83202,"Spotlight"
"13444",2016-03-10,74401,"Spotlight"
"13445",2016-03-11,79117,"Spotlight"
"13446",2016-03-12,109533,"Spotlight"
"13447",2016-03-13,132297,"Spotlight"
"13448",2016-03-14,86851,"Spotlight"
"13449",2016-03-15,61373,"Spotlight"
"13450",2016-03-16,54989,"Spotlight"
"13451",2016-03-17,49575,"Spotlight"
"13452",2016-03-18,50701,"Spotlight"
"13453",2016-03-19,70596,"Spotlight"
"13454",2016-03-20,84248,"Spotlight"
"13455",2016-03-21,60518,"Spotlight"
"13456",2016-03-22,47634,"Spotlight"
"13457",2016-03-23,50325,"Spotlight"
"13458",2016-03-24,50328,"Spotlight"
"13459",2016-03-25,61358,"Spotlight"
"13460",2016-03-26,71541,"Spotlight"
"13461",2016-03-27,81506,"Spotlight"
"13462",2016-03-28,70258,"Spotlight"
"13463",2016-03-29,43142,"Spotlight"
"13464",2016-03-30,36806,"Spotlight"
"13465",2016-03-31,34318,"Spotlight"
"13466",2016-04-01,36021,"Spotlight"
"13467",2016-04-02,50503,"Spotlight"
"13468",2016-04-03,60779,"Spotlight"
"13469",2016-04-04,43357,"Spotlight"
"13470",2016-04-05,31993,"Spotlight"
"13471",2016-04-06,31178,"Spotlight"
"13472",2016-04-07,29424,"Spotlight"
"13473",2016-04-08,30844,"Spotlight"
"13474",2016-04-09,42553,"Spotlight"
"13475",2016-04-10,52497,"Spotlight"
"13476",2016-04-11,37218,"Spotlight"
"13477",2016-04-12,26679,"Spotlight"
"13478",2016-04-13,25114,"Spotlight"
"13479",2016-04-14,23303,"Spotlight"
"13480",2016-04-15,26260,"Spotlight"
"13481",2016-04-16,36018,"Spotlight"
"13482",2016-04-17,42837,"Spotlight"
"13483",2016-04-18,31035,"Spotlight"
"13484",2016-04-19,24174,"Spotlight"
"13485",2016-04-20,22223,"Spotlight"
"13486",2016-04-21,20966,"Spotlight"
"13487",2016-04-22,23103,"Spotlight"
"13488",2016-04-23,31573,"Spotlight"
"13489",2016-04-24,38468,"Spotlight"
"13490",2016-04-25,26609,"Spotlight"
"13491",2016-04-26,20590,"Spotlight"
"13492",2016-04-27,20311,"Spotlight"
"13493",2016-04-28,19587,"Spotlight"
"13494",2016-04-29,21030,"Spotlight"
"13495",2016-04-30,28440,"Spotlight"
"13496",2016-05-01,43143,"Spotlight"
"13497",2016-05-02,29743,"Spotlight"
"13498",2016-05-03,22536,"Spotlight"
"13499",2016-05-04,19010,"Spotlight"
"13500",2016-05-05,19507,"Spotlight"
"13501",2016-05-06,20768,"Spotlight"
"13502",2016-05-07,27676,"Spotlight"
"13503",2016-05-08,32064,"Spotlight"
"13504",2016-05-09,24488,"Spotlight"
"13505",2016-05-10,19366,"Spotlight"
"13506",2016-05-11,17556,"Spotlight"
"13507",2016-05-12,16617,"Spotlight"
"13508",2016-05-13,18424,"Spotlight"
"13509",2016-05-14,24558,"Spotlight"
"13510",2016-05-15,37631,"Spotlight"
"13511",2016-05-16,24088,"Spotlight"
"13512",2016-05-17,17987,"Spotlight"
"13513",2016-05-18,16835,"Spotlight"
"13514",2016-05-19,16536,"Spotlight"
"13515",2016-05-20,20105,"Spotlight"
"13516",2016-05-21,26188,"Spotlight"
"13517",2016-05-22,30050,"Spotlight"
"13518",2016-05-23,24861,"Spotlight"
"13519",2016-05-24,21104,"Spotlight"
"13520",2016-05-25,19630,"Spotlight"
"13521",2016-05-26,18973,"Spotlight"
"13522",2016-05-27,20999,"Spotlight"
"13523",2016-05-28,25564,"Spotlight"
"13524",2016-05-29,31985,"Spotlight"
"13525",2016-05-30,27374,"Spotlight"
"13526",2016-05-31,20807,"Spotlight"
"13527",2016-06-01,17862,"Spotlight"
"13528",2016-06-02,16714,"Spotlight"
"13529",2016-06-03,17981,"Spotlight"
"13530",2016-06-04,25956,"Spotlight"
"13531",2016-06-05,27847,"Spotlight"
"13532",2016-06-06,18784,"Spotlight"
"13533",2016-06-07,15617,"Spotlight"
"13534",2016-06-08,15442,"Spotlight"
"13535",2016-06-09,18277,"Spotlight"
"13536",2016-06-10,17646,"Spotlight"
"13537",2016-06-11,21189,"Spotlight"
"13538",2016-06-12,26036,"Spotlight"
"13539",2016-06-13,17388,"Spotlight"
"13540",2016-06-14,17981,"Spotlight"
"13541",2016-06-15,16006,"Spotlight"
"13542",2016-06-16,15900,"Spotlight"
"13543",2016-06-17,17210,"Spotlight"
"13544",2016-06-18,21793,"Spotlight"
"13545",2016-06-19,25211,"Spotlight"
"13546",2016-06-20,17748,"Spotlight"
"13547",2016-06-21,14930,"Spotlight"
"13548",2016-06-22,15738,"Spotlight"
"13549",2016-06-23,22985,"Spotlight"
"13550",2016-06-24,27748,"Spotlight"
"13551",2016-06-25,40407,"Spotlight"
"13552",2016-06-26,57545,"Spotlight"
"13553",2016-06-27,39586,"Spotlight"
"13554",2016-06-28,35183,"Spotlight"
"13555",2016-06-29,35921,"Spotlight"
"13556",2016-06-30,32570,"Spotlight"
"13557",2016-07-01,35702,"Spotlight"
"13558",2016-07-02,40825,"Spotlight"
"13559",2016-07-03,47666,"Spotlight"
"13560",2016-07-04,45092,"Spotlight"
"13561",2016-07-05,37362,"Spotlight"
"13562",2016-07-06,29138,"Spotlight"
"13563",2016-07-07,25982,"Spotlight"
"13564",2016-07-08,27522,"Spotlight"
"13565",2016-07-09,35581,"Spotlight"
"13566",2016-07-10,38074,"Spotlight"
"13567",2016-07-11,32256,"Spotlight"
"13568",2016-07-12,26026,"Spotlight"
"13569",2016-07-13,23028,"Spotlight"
"13570",2016-07-14,21834,"Spotlight"
"13571",2016-07-15,21892,"Spotlight"
"13572",2016-07-16,27407,"Spotlight"
"13573",2016-07-17,31977,"Spotlight"
"13574",2016-07-18,25268,"Spotlight"
"13575",2016-07-19,19093,"Spotlight"
"13576",2016-07-20,18190,"Spotlight"
"13577",2016-07-21,16928,"Spotlight"
"13578",2016-07-22,17244,"Spotlight"
"13579",2016-07-23,21844,"Spotlight"
"13580",2016-07-24,27475,"Spotlight"
"13581",2016-07-25,22765,"Spotlight"
"13582",2016-07-26,17534,"Spotlight"
"13583",2016-07-27,16683,"Spotlight"
"13584",2016-07-28,15931,"Spotlight"
"13585",2016-07-29,16048,"Spotlight"
"13586",2016-07-30,21030,"Spotlight"
"13587",2016-07-31,25574,"Spotlight"
"13588",2016-08-01,20065,"Spotlight"
"13589",2016-08-02,16673,"Spotlight"
"13590",2016-08-03,15289,"Spotlight"
"13591",2016-08-04,14624,"Spotlight"
"13592",2016-08-05,16887,"Spotlight"
"13593",2016-08-06,17398,"Spotlight"
"13594",2016-08-07,19625,"Spotlight"
"13595",2016-08-08,30341,"Spotlight"
"13596",2016-08-09,25830,"Spotlight"
"13597",2016-08-10,19271,"Spotlight"
"13598",2016-08-11,16846,"Spotlight"
"13599",2016-08-12,16424,"Spotlight"
"13600",2016-08-13,18688,"Spotlight"
"13601",2016-08-14,22373,"Spotlight"
"13602",2016-08-15,19125,"Spotlight"
"13603",2016-08-16,16249,"Spotlight"
"13604",2016-08-17,15440,"Spotlight"
"13605",2016-08-18,14329,"Spotlight"
"13606",2016-08-19,14784,"Spotlight"
"13607",2016-08-20,18961,"Spotlight"
"13608",2016-08-21,23815,"Spotlight"
"13609",2016-08-22,19035,"Spotlight"
"13610",2016-08-23,16294,"Spotlight"
"13611",2016-08-24,15520,"Spotlight"
"13612",2016-08-25,14866,"Spotlight"
"13613",2016-08-26,14695,"Spotlight"
"13614",2016-08-27,19763,"Spotlight"
"13615",2016-08-28,22835,"Spotlight"
"13616",2016-08-29,18490,"Spotlight"
"13617",2016-08-30,14977,"Spotlight"
"13618",2016-08-31,14438,"Spotlight"
"13619",2016-09-01,13568,"Spotlight"
"13620",2016-09-02,13713,"Spotlight"
"13621",2016-09-03,16924,"Spotlight"
"13622",2016-09-04,19788,"Spotlight"
"13623",2016-09-05,19390,"Spotlight"
"13624",2016-09-06,16268,"Spotlight"
"13625",2016-09-07,13029,"Spotlight"
"13626",2016-09-08,12873,"Spotlight"
"13627",2016-09-09,15059,"Spotlight"
"13628",2016-09-10,18998,"Spotlight"
"13629",2016-09-11,19844,"Spotlight"
"13630",2016-09-12,15371,"Spotlight"
"13631",2016-09-13,14322,"Spotlight"
"13632",2016-09-14,12852,"Spotlight"
"13633",2016-09-15,12246,"Spotlight"
"13634",2016-09-16,13497,"Spotlight"
"13635",2016-09-17,23300,"Spotlight"
"13636",2016-09-18,23865,"Spotlight"
"13637",2016-09-19,16910,"Spotlight"
"13638",2016-09-20,13736,"Spotlight"
"13639",2016-09-21,11959,"Spotlight"
"13640",2016-09-22,13029,"Spotlight"
"13641",2016-09-23,14072,"Spotlight"
"13642",2016-09-24,15580,"Spotlight"
"13643",2016-09-25,20345,"Spotlight"
"13644",2016-09-26,14675,"Spotlight"
"13645",2016-09-27,13016,"Spotlight"
"13646",2016-09-28,12621,"Spotlight"
"13647",2016-09-29,11546,"Spotlight"
"13648",2016-09-30,16700,"Spotlight"
"13649",2016-10-01,24818,"Spotlight"
"13650",2016-10-02,36695,"Spotlight"
"13651",2016-10-03,27577,"Spotlight"
"13652",2016-10-04,18409,"Spotlight"
"13653",2016-10-05,18431,"Spotlight"
"13654",2016-10-06,19491,"Spotlight"
"13655",2016-10-07,18852,"Spotlight"
"13656",2016-10-08,26448,"Spotlight"
"13657",2016-10-09,26671,"Spotlight"
"13658",2016-10-10,20900,"Spotlight"
"13659",2016-10-11,15230,"Spotlight"
"13660",2016-10-12,15478,"Spotlight"
"13661",2016-10-13,15257,"Spotlight"
"13662",2016-10-14,16361,"Spotlight"
"13663",2016-10-15,19884,"Spotlight"
"13664",2016-10-16,23966,"Spotlight"
"13665",2016-10-17,17082,"Spotlight"
"13666",2016-10-18,14370,"Spotlight"
"13667",2016-10-19,12573,"Spotlight"
"13668",2016-10-20,12676,"Spotlight"
"13669",2016-10-21,15176,"Spotlight"
"13670",2016-10-22,19290,"Spotlight"
"13671",2016-10-23,25709,"Spotlight"
"13672",2016-10-24,15820,"Spotlight"
"13673",2016-10-25,12976,"Spotlight"
"13674",2016-10-26,14790,"Spotlight"
"13675",2016-10-27,12947,"Spotlight"
"13676",2016-10-28,18541,"Spotlight"
"13677",2016-10-29,19387,"Spotlight"
"13678",2016-10-30,21239,"Spotlight"
"13679",2016-10-31,16308,"Spotlight"
"13680",2016-11-01,16210,"Spotlight"
"13681",2016-11-02,13934,"Spotlight"
"13682",2016-11-03,13552,"Spotlight"
"13683",2016-11-04,14971,"Spotlight"
"13684",2016-11-05,19908,"Spotlight"
"13685",2016-11-06,21781,"Spotlight"
"13686",2016-11-07,15889,"Spotlight"
"13687",2016-11-08,12840,"Spotlight"
"13688",2016-11-09,10265,"Spotlight"
"13689",2016-11-10,11467,"Spotlight"
"13690",2016-11-11,13569,"Spotlight"
"13691",2016-11-12,18092,"Spotlight"
"13692",2016-11-13,20415,"Spotlight"
"13693",2016-11-14,15313,"Spotlight"
"13694",2016-11-15,12743,"Spotlight"
"13695",2016-11-16,12945,"Spotlight"
"13696",2016-11-17,13280,"Spotlight"
"13697",2016-11-18,13561,"Spotlight"
"13698",2016-11-19,16971,"Spotlight"
"13699",2016-11-20,19286,"Spotlight"
"13700",2016-11-21,14441,"Spotlight"
"13701",2016-11-22,13419,"Spotlight"
"13702",2016-11-23,14027,"Spotlight"
"13703",2016-11-24,13358,"Spotlight"
"13704",2016-11-25,14930,"Spotlight"
"13705",2016-11-26,19894,"Spotlight"
"13706",2016-11-27,21383,"Spotlight"
"13707",2016-11-28,16614,"Spotlight"
"13708",2016-11-29,14514,"Spotlight"
"13709",2016-11-30,13929,"Spotlight"
"13710",2016-12-01,13217,"Spotlight"
"13711",2016-12-02,12728,"Spotlight"
"13712",2016-12-03,16177,"Spotlight"
"13713",2016-12-04,19320,"Spotlight"
"13714",2016-12-05,15061,"Spotlight"
"13715",2016-12-06,13768,"Spotlight"
"13716",2016-12-07,12337,"Spotlight"
"13717",2016-12-08,12889,"Spotlight"
"13718",2016-12-09,14649,"Spotlight"
"13719",2016-12-10,15284,"Spotlight"
"13720",2016-12-11,17338,"Spotlight"
"13721",2016-12-12,14885,"Spotlight"
"13722",2016-12-13,13843,"Spotlight"
"13723",2016-12-14,12347,"Spotlight"
"13724",2016-12-15,12973,"Spotlight"
"13725",2016-12-16,12591,"Spotlight"
"13726",2016-12-17,17718,"Spotlight"
"13727",2016-12-18,18900,"Spotlight"
"13728",2016-12-19,14850,"Spotlight"
"13729",2016-12-20,13958,"Spotlight"
"13730",2016-12-21,14345,"Spotlight"
"13731",2016-12-22,14512,"Spotlight"
"13732",2016-12-23,14239,"Spotlight"
"13733",2016-12-24,14714,"Spotlight"
"13734",2016-12-25,16475,"Spotlight"
"13735",2016-12-26,20426,"Spotlight"
"13736",2016-12-27,20783,"Spotlight"
"13737",2016-12-28,22082,"Spotlight"
"13738",2016-12-29,21566,"Spotlight"
"13739",2016-12-30,21737,"Spotlight"
"13740",2016-12-31,19002,"Spotlight"
"13741",2015-10-01,62011,"Taylor_Swift"
"13742",2015-10-02,66549,"Taylor_Swift"
"13743",2015-10-03,66474,"Taylor_Swift"
"13744",2015-10-04,71502,"Taylor_Swift"
"13745",2015-10-05,64809,"Taylor_Swift"
"13746",2015-10-06,61856,"Taylor_Swift"
"13747",2015-10-07,63334,"Taylor_Swift"
"13748",2015-10-08,62156,"Taylor_Swift"
"13749",2015-10-09,70083,"Taylor_Swift"
"13750",2015-10-10,67440,"Taylor_Swift"
"13751",2015-10-11,66554,"Taylor_Swift"
"13752",2015-10-12,77981,"Taylor_Swift"
"13753",2015-10-13,76961,"Taylor_Swift"
"13754",2015-10-14,64499,"Taylor_Swift"
"13755",2015-10-15,63106,"Taylor_Swift"
"13756",2015-10-16,59981,"Taylor_Swift"
"13757",2015-10-17,60977,"Taylor_Swift"
"13758",2015-10-18,71303,"Taylor_Swift"
"13759",2015-10-19,73030,"Taylor_Swift"
"13760",2015-10-20,75668,"Taylor_Swift"
"13761",2015-10-21,70812,"Taylor_Swift"
"13762",2015-10-22,65154,"Taylor_Swift"
"13763",2015-10-23,64788,"Taylor_Swift"
"13764",2015-10-24,66291,"Taylor_Swift"
"13765",2015-10-25,75870,"Taylor_Swift"
"13766",2015-10-26,68129,"Taylor_Swift"
"13767",2015-10-27,70573,"Taylor_Swift"
"13768",2015-10-28,72170,"Taylor_Swift"
"13769",2015-10-29,72047,"Taylor_Swift"
"13770",2015-10-30,63862,"Taylor_Swift"
"13771",2015-10-31,56241,"Taylor_Swift"
"13772",2015-11-01,69371,"Taylor_Swift"
"13773",2015-11-02,66567,"Taylor_Swift"
"13774",2015-11-03,62807,"Taylor_Swift"
"13775",2015-11-04,60464,"Taylor_Swift"
"13776",2015-11-05,64207,"Taylor_Swift"
"13777",2015-11-06,58249,"Taylor_Swift"
"13778",2015-11-07,65909,"Taylor_Swift"
"13779",2015-11-08,67231,"Taylor_Swift"
"13780",2015-11-09,61911,"Taylor_Swift"
"13781",2015-11-10,59339,"Taylor_Swift"
"13782",2015-11-11,59393,"Taylor_Swift"
"13783",2015-11-12,59312,"Taylor_Swift"
"13784",2015-11-13,56643,"Taylor_Swift"
"13785",2015-11-14,53606,"Taylor_Swift"
"13786",2015-11-15,54835,"Taylor_Swift"
"13787",2015-11-16,52847,"Taylor_Swift"
"13788",2015-11-17,53423,"Taylor_Swift"
"13789",2015-11-18,56218,"Taylor_Swift"
"13790",2015-11-19,55017,"Taylor_Swift"
"13791",2015-11-20,55008,"Taylor_Swift"
"13792",2015-11-21,58918,"Taylor_Swift"
"13793",2015-11-22,61061,"Taylor_Swift"
"13794",2015-11-23,74836,"Taylor_Swift"
"13795",2015-11-24,62126,"Taylor_Swift"
"13796",2015-11-25,58574,"Taylor_Swift"
"13797",2015-11-26,59495,"Taylor_Swift"
"13798",2015-11-27,57582,"Taylor_Swift"
"13799",2015-11-28,65231,"Taylor_Swift"
"13800",2015-11-29,69493,"Taylor_Swift"
"13801",2015-11-30,61229,"Taylor_Swift"
"13802",2015-12-01,57698,"Taylor_Swift"
"13803",2015-12-02,58695,"Taylor_Swift"
"13804",2015-12-03,59365,"Taylor_Swift"
"13805",2015-12-04,56689,"Taylor_Swift"
"13806",2015-12-05,57937,"Taylor_Swift"
"13807",2015-12-06,60612,"Taylor_Swift"
"13808",2015-12-07,73434,"Taylor_Swift"
"13809",2015-12-08,66672,"Taylor_Swift"
"13810",2015-12-09,62241,"Taylor_Swift"
"13811",2015-12-10,60739,"Taylor_Swift"
"13812",2015-12-11,60737,"Taylor_Swift"
"13813",2015-12-12,75474,"Taylor_Swift"
"13814",2015-12-13,116430,"Taylor_Swift"
"13815",2015-12-14,95013,"Taylor_Swift"
"13816",2015-12-15,75515,"Taylor_Swift"
"13817",2015-12-16,62407,"Taylor_Swift"
"13818",2015-12-17,52858,"Taylor_Swift"
"13819",2015-12-18,51199,"Taylor_Swift"
"13820",2015-12-19,50951,"Taylor_Swift"
"13821",2015-12-20,63834,"Taylor_Swift"
"13822",2015-12-21,58890,"Taylor_Swift"
"13823",2015-12-22,60650,"Taylor_Swift"
"13824",2015-12-23,60279,"Taylor_Swift"
"13825",2015-12-24,55139,"Taylor_Swift"
"13826",2015-12-25,57186,"Taylor_Swift"
"13827",2015-12-26,56171,"Taylor_Swift"
"13828",2015-12-27,57550,"Taylor_Swift"
"13829",2015-12-28,57687,"Taylor_Swift"
"13830",2015-12-29,56855,"Taylor_Swift"
"13831",2015-12-30,59797,"Taylor_Swift"
"13832",2015-12-31,60347,"Taylor_Swift"
"13833",2016-01-01,104320,"Taylor_Swift"
"13834",2016-01-02,83408,"Taylor_Swift"
"13835",2016-01-03,72257,"Taylor_Swift"
"13836",2016-01-04,62363,"Taylor_Swift"
"13837",2016-01-05,65077,"Taylor_Swift"
"13838",2016-01-06,61659,"Taylor_Swift"
"13839",2016-01-07,59579,"Taylor_Swift"
"13840",2016-01-08,77128,"Taylor_Swift"
"13841",2016-01-09,60726,"Taylor_Swift"
"13842",2016-01-10,60540,"Taylor_Swift"
"13843",2016-01-11,53950,"Taylor_Swift"
"13844",2016-01-12,50893,"Taylor_Swift"
"13845",2016-01-13,51227,"Taylor_Swift"
"13846",2016-01-14,53273,"Taylor_Swift"
"13847",2016-01-15,50687,"Taylor_Swift"
"13848",2016-01-16,52013,"Taylor_Swift"
"13849",2016-01-17,59640,"Taylor_Swift"
"13850",2016-01-18,54766,"Taylor_Swift"
"13851",2016-01-19,49944,"Taylor_Swift"
"13852",2016-01-20,48773,"Taylor_Swift"
"13853",2016-01-21,48268,"Taylor_Swift"
"13854",2016-01-22,48150,"Taylor_Swift"
"13855",2016-01-23,49646,"Taylor_Swift"
"13856",2016-01-24,51480,"Taylor_Swift"
"13857",2016-01-25,47855,"Taylor_Swift"
"13858",2016-01-26,49279,"Taylor_Swift"
"13859",2016-01-27,47331,"Taylor_Swift"
"13860",2016-01-28,47331,"Taylor_Swift"
"13861",2016-01-29,46330,"Taylor_Swift"
"13862",2016-01-30,48741,"Taylor_Swift"
"13863",2016-01-31,49676,"Taylor_Swift"
"13864",2016-02-01,48632,"Taylor_Swift"
"13865",2016-02-02,49144,"Taylor_Swift"
"13866",2016-02-03,47044,"Taylor_Swift"
"13867",2016-02-04,49464,"Taylor_Swift"
"13868",2016-02-05,52550,"Taylor_Swift"
"13869",2016-02-06,50669,"Taylor_Swift"
"13870",2016-02-07,50177,"Taylor_Swift"
"13871",2016-02-08,50414,"Taylor_Swift"
"13872",2016-02-09,48090,"Taylor_Swift"
"13873",2016-02-10,47470,"Taylor_Swift"
"13874",2016-02-11,49282,"Taylor_Swift"
"13875",2016-02-12,73031,"Taylor_Swift"
"13876",2016-02-13,67021,"Taylor_Swift"
"13877",2016-02-14,62038,"Taylor_Swift"
"13878",2016-02-15,78199,"Taylor_Swift"
"13879",2016-02-16,454984,"Taylor_Swift"
"13880",2016-02-17,189071,"Taylor_Swift"
